timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-03-25,66.0400,67.4900,65.5200,67.0700,67.0700,8069976,0.0000,1.0000
2019-03-22,67.4600,67.7500,65.3900,66.0700,66.0700,5182120,0.0000,1.0000
2019-03-21,67.7300,68.2800,67.2600,68.1400,68.1400,5580902,0.0000,1.0000
2019-03-20,67.3900,68.1600,66.6700,67.5400,67.5400,7117466,0.0000,1.0000
2019-03-19,68.1400,68.4950,67.1000,67.3500,67.3500,6456361,0.0000,1.0000
2019-03-18,67.8800,68.3000,67.3020,67.6100,67.6100,7712200,0.0000,1.0000
2019-03-15,66.5600,67.9300,66.5300,67.5900,67.5900,16733199,0.0000,1.0000
2019-03-14,67.2800,67.8600,66.9700,67.0200,67.0200,7315456,0.0000,1.0000
2019-03-13,66.0900,67.3600,66.0300,67.3500,67.3500,8324794,0.0000,1.0000
2019-03-12,66.1700,66.4200,65.1500,65.6300,65.6300,11790151,0.0000,1.0000
2019-03-11,66.2000,66.3400,65.3400,65.8700,65.8700,8703529,0.0000,1.0000
2019-03-08,66.7000,66.7000,64.9100,65.4300,65.4300,8068914,0.0000,1.0000
2019-03-07,68.3600,68.4000,67.5500,67.9500,67.9500,6964286,0.0000,1.0000
2019-03-06,68.6100,68.6400,67.9400,68.2900,68.2900,7296328,0.0000,1.0000
2019-03-05,70.0000,70.0600,68.5200,69.0100,69.0100,7635534,0.0000,1.0000
2019-03-04,69.6000,70.0600,68.7300,69.9000,69.9000,6625838,0.0000,1.0000
2019-03-01,68.0900,69.1100,68.0900,68.9300,68.9300,7372593,0.0000,1.0000
2019-02-28,69.1500,69.1900,67.6600,67.8500,67.8500,8154252,0.0000,1.0000
2019-02-27,69.2900,70.3400,68.7550,69.2200,69.2200,5355746,0.0000,1.0000
2019-02-26,69.1000,69.5300,68.7400,68.9200,68.9200,4689898,0.0000,1.0000
2019-02-25,69.6600,70.0100,69.2300,69.2500,69.2500,5160896,0.0000,1.0000
2019-02-22,70.8500,71.0100,69.8700,69.9700,69.9700,5225615,0.0000,1.0000
2019-02-21,70.2400,70.8400,69.9300,70.2400,70.2400,5984411,0.0000,1.0000
2019-02-20,69.4600,70.7500,69.4500,70.6500,70.6500,5837308,0.0000,1.0000
2019-02-19,69.5200,70.0100,69.1800,69.4900,69.4900,5189816,0.0000,1.0000
2019-02-15,69.9400,70.3200,69.4800,70.1800,70.1800,5173527,0.0000,1.0000
2019-02-14,67.5000,69.6900,67.4950,69.1000,69.1000,5442804,0.0000,1.0000
2019-02-13,67.7100,68.8300,67.6400,67.7800,67.7800,5839875,0.0000,1.0000
2019-02-12,68.0100,68.3000,67.2400,67.4500,67.4500,3958076,0.0000,1.0000
2019-02-11,65.5800,67.0700,65.5800,66.7400,66.7400,5200416,0.0000,1.0000
2019-02-08,66.8000,67.0800,65.2550,66.2600,66.2600,6554968,0.3050,1.0000
2019-02-07,68.3700,68.8300,67.2500,67.4800,67.1708,6230309,0.0000,1.0000
2019-02-06,68.6600,69.5500,68.5100,69.1100,68.7933,4071264,0.0000,1.0000
2019-02-05,69.6500,69.9600,69.1100,69.2600,68.9427,4483883,0.0000,1.0000
2019-02-04,68.1900,70.0100,68.1900,69.9300,69.6096,5593140,0.0000,1.0000
2019-02-01,68.3400,69.4500,68.1000,68.6800,68.3653,7486475,0.0000,1.0000
2019-01-31,66.5400,68.3100,65.9000,67.6900,67.3798,9927664,0.0000,1.0000
2019-01-30,65.8000,66.1000,65.1100,65.6900,65.3890,8087765,0.0000,1.0000
2019-01-29,66.2100,66.2900,65.2500,65.3000,65.0008,5308752,0.0000,1.0000
2019-01-28,65.8700,65.8739,64.8800,65.3500,65.0506,5942754,0.0000,1.0000
2019-01-25,66.6500,67.6100,66.5201,66.9900,66.6831,4517319,0.0000,1.0000
2019-01-24,65.9700,66.7300,65.4500,66.1200,65.8170,5789948,0.0000,1.0000
2019-01-23,66.2200,66.4600,65.1500,65.8600,65.5582,5938747,0.0000,1.0000
2019-01-22,67.0000,67.2400,65.5834,65.7500,65.4487,6915504,0.0000,1.0000
2019-01-18,67.6400,68.3100,67.1700,67.9000,67.5889,6073857,0.0000,1.0000
2019-01-17,65.0600,67.1700,65.0100,67.0600,66.7527,5997444,0.0000,1.0000
2019-01-16,65.7400,66.2700,65.4900,65.6600,65.3591,5402261,0.0000,1.0000
2019-01-15,66.0400,66.7800,65.7600,66.0300,65.7275,4504145,0.0000,1.0000
2019-01-14,65.6200,66.3200,65.3300,65.6100,65.3094,4972030,0.0000,1.0000
2019-01-11,67.2800,67.3400,65.7900,66.3900,66.0858,6018564,0.0000,1.0000
