timestamp,open,high,low,close,volume
2019-04-26 02:27:00,109.5460,109.5540,109.5300,109.5520,0.0
2019-04-26 02:26:00,109.4800,109.5610,109.4800,109.5460,0.0
2019-04-26 02:25:00,109.5650,109.5780,109.5300,109.5590,0.0
2019-04-26 02:24:00,109.5630,109.5680,109.4800,109.5650,0.0
2019-04-26 02:23:00,109.5640,109.5710,109.5400,109.5630,0.0
2019-04-26 02:22:00,109.5670,109.5740,109.4900,109.5640,0.0
2019-04-26 02:21:00,109.5690,109.5760,109.5400,109.5700,0.0
2019-04-26 02:20:00,109.5690,109.5750,109.4900,109.5700,0.0
2019-04-26 02:19:00,109.5680,109.5710,109.5500,109.5690,0.0
2019-04-26 02:18:00,109.4900,109.5810,109.4900,109.5690,0.0
2019-04-26 02:17:00,109.5640,109.5790,109.5500,109.5760,0.0
2019-04-26 02:16:00,109.4700,109.5660,109.4700,109.5620,0.0
2019-04-26 02:15:00,109.5620,109.5660,109.5300,109.5520,0.0
2019-04-26 02:14:00,109.5000,109.5770,109.5000,109.5610,0.0
2019-04-26 02:13:00,109.5350,109.5970,109.5200,109.5720,0.0
2019-04-26 02:12:00,109.4500,109.5410,109.4500,109.5350,0.0
2019-04-26 02:11:00,109.5290,109.5340,109.5100,109.5280,0.0
2019-04-26 02:10:00,109.4500,109.5410,109.4500,109.5290,0.0
2019-04-26 02:09:00,109.5200,109.5480,109.5100,109.5330,0.0
2019-04-26 02:08:00,109.4400,109.5480,109.4400,109.5420,0.0
2019-04-26 02:07:00,109.5270,109.5340,109.5000,109.5220,0.0
2019-04-26 02:06:00,109.4400,109.5370,109.4400,109.5270,0.0
2019-04-26 02:05:00,109.5350,109.5480,109.5000,109.5230,0.0
2019-04-26 02:04:00,109.4500,109.5400,109.4500,109.5350,0.0
2019-04-26 02:03:00,109.5300,109.5330,109.5100,109.5280,0.0
2019-04-26 02:02:00,109.5100,109.5380,109.4500,109.5270,0.0
2019-04-26 02:01:00,109.5430,109.5460,109.5100,109.5280,0.0
2019-04-26 02:00:00,109.4900,109.5680,109.4900,109.5430,0.0
2019-04-26 01:59:00,109.5600,109.5680,109.5400,109.5650,0.0
2019-04-26 01:58:00,109.4800,109.5720,109.4800,109.5600,0.0
2019-04-26 01:57:00,109.5580,109.5690,109.5400,109.5630,0.0
2019-04-26 01:56:00,109.4800,109.5660,109.4800,109.5580,0.0
2019-04-26 01:55:00,109.5610,109.5670,109.5400,109.5610,0.0
2019-04-26 01:54:00,109.4800,109.5680,109.4800,109.5610,0.0
2019-04-26 01:53:00,109.5760,109.5780,109.5400,109.5620,0.0
2019-04-26 01:52:00,109.4700,109.5880,109.4700,109.5770,0.0
2019-04-26 01:51:00,109.5500,109.5630,109.5300,109.5560,0.0
2019-04-26 01:50:00,109.4700,109.5560,109.4700,109.5480,0.0
2019-04-26 01:49:00,109.5760,109.5760,109.5400,109.5530,0.0
2019-04-26 01:48:00,109.4900,109.5850,109.4900,109.5740,0.0
2019-04-26 01:47:00,109.5520,109.5780,109.5400,109.5690,0.0
2019-04-26 01:46:00,109.5560,109.5680,109.4800,109.5550,0.0
2019-04-26 01:45:00,109.5570,109.5710,109.5400,109.5560,0.0
2019-04-26 01:44:00,109.4900,109.5740,109.4900,109.5570,0.0
2019-04-26 01:43:00,109.5870,109.5940,109.5500,109.5710,0.0
2019-04-26 01:42:00,109.5100,109.5960,109.5100,109.5870,0.0
2019-04-26 01:41:00,109.5790,109.5970,109.5600,109.5930,0.0
2019-04-26 01:40:00,109.4900,109.5860,109.4900,109.5780,0.0
2019-04-26 01:39:00,109.5820,109.5830,109.5500,109.5690,0.0
2019-04-26 01:38:00,109.5000,109.5940,109.5000,109.5820,0.0
2019-04-26 01:37:00,109.5900,109.5960,109.5600,109.5850,0.0
2019-04-26 01:36:00,109.5100,109.5940,109.5100,109.5700,0.0
2019-04-26 01:35:00,109.6110,109.6150,109.5700,109.5920,0.0
2019-04-26 01:34:00,109.6080,109.6240,109.5300,109.5900,0.0
2019-04-26 01:33:00,109.6190,109.6300,109.5900,109.6080,0.0
2019-04-26 01:32:00,109.5400,109.6330,109.5400,109.6150,0.0
2019-04-26 01:31:00,109.6220,109.6390,109.6000,109.6100,0.0
2019-04-26 01:30:00,109.5500,109.6440,109.5500,109.6220,0.0
2019-04-26 01:29:00,109.6280,109.6400,109.6100,109.6320,0.0
2019-04-26 01:28:00,109.6300,109.6320,109.5600,109.6260,0.0
2019-04-26 01:27:00,109.6240,109.6410,109.6000,109.6300,0.0
2019-04-26 01:26:00,109.6150,109.6320,109.5300,109.6240,0.0
2019-04-26 01:25:00,109.6310,109.6520,109.5900,109.6150,0.0
2019-04-26 01:24:00,109.5200,109.6570,109.5200,109.6330,0.0
2019-04-26 01:23:00,109.5890,109.6110,109.5800,109.6020,0.0
2019-04-26 01:22:00,109.5000,109.6020,109.5000,109.5890,0.0
2019-04-26 01:21:00,109.5950,109.6130,109.5700,109.5800,0.0
2019-04-26 01:20:00,109.5100,109.6100,109.5100,109.5930,0.0
2019-04-26 01:19:00,109.6130,109.6220,109.5700,109.5890,0.0
2019-04-26 01:18:00,109.5500,109.6320,109.5500,109.6160,0.0
2019-04-26 01:17:00,109.5620,109.6280,109.5400,109.6220,0.0
2019-04-26 01:16:00,109.4800,109.5670,109.4800,109.5620,0.0
2019-04-26 01:15:00,109.5330,109.5600,109.5200,109.5400,0.0
2019-04-26 01:14:00,109.4500,109.5430,109.4500,109.5330,0.0
2019-04-26 01:13:00,109.5240,109.5350,109.5100,109.5310,0.0
2019-04-26 01:12:00,109.4500,109.5360,109.4500,109.5240,0.0
2019-04-26 01:11:00,109.5200,109.5350,109.5000,109.5280,0.0
2019-04-26 01:10:00,109.4400,109.5280,109.4400,109.5190,0.0
2019-04-26 01:09:00,109.5310,109.5380,109.5000,109.5100,0.0
2019-04-26 01:08:00,109.5070,109.5340,109.4300,109.5300,0.0
2019-04-26 01:07:00,109.4960,109.5170,109.4800,109.5170,0.0
2019-04-26 01:06:00,109.4100,109.5010,109.4100,109.4990,0.0
2019-04-26 01:05:00,109.4930,109.5050,109.4700,109.4970,0.0
2019-04-26 01:04:00,109.4300,109.5110,109.4300,109.4930,0.0
2019-04-26 01:03:00,109.4890,109.5120,109.4700,109.5030,0.0
2019-04-26 01:02:00,109.4000,109.4950,109.4000,109.4700,0.0
2019-04-26 01:01:00,109.4910,109.4940,109.4600,109.4830,0.0
2019-04-26 01:00:00,109.5030,109.5070,109.4300,109.4920,0.0
2019-04-26 00:59:00,109.5100,109.5110,109.4800,109.5050,0.0
2019-04-26 00:58:00,109.4100,109.5140,109.4100,109.5040,0.0
2019-04-26 00:57:00,109.5150,109.5210,109.4900,109.5090,0.0
2019-04-26 00:56:00,109.4500,109.5350,109.4500,109.5100,0.0
2019-04-26 00:55:00,109.5390,109.5550,109.5000,109.5280,0.0
2019-04-26 00:54:00,109.4400,109.5610,109.4400,109.5290,0.0
2019-04-26 00:53:00,109.5060,109.5430,109.4800,109.5210,0.0
2019-04-26 00:52:00,109.5040,109.5290,109.4300,109.5060,0.0
2019-04-26 00:51:00,109.4220,109.5090,109.4000,109.5010,0.0
2019-04-26 00:50:00,109.4200,109.4370,109.3400,109.4140,0.0
2019-04-26 00:49:00,109.3650,109.4330,109.3500,109.4230,0.0
2019-04-26 00:48:00,109.2700,109.3720,109.2700,109.3640,0.0
2019-04-26 00:47:00,109.3580,109.3610,109.3100,109.3420,0.0
2019-04-26 00:46:00,109.3200,109.4030,109.3200,109.3610,0.0
2019-04-26 00:45:00,109.4350,109.4400,109.3800,109.3970,0.0
2019-04-26 00:44:00,109.3400,109.4640,109.3400,109.4350,0.0
2019-04-26 00:43:00,109.4310,109.4350,109.4100,109.4220,0.0
2019-04-26 00:42:00,109.3400,109.4390,109.3400,109.4200,0.0
2019-04-26 00:41:00,109.4070,109.4230,109.3900,109.4000,0.0
2019-04-26 00:40:00,109.3300,109.4180,109.3300,109.4040,0.0
2019-04-26 00:39:00,109.4010,109.4260,109.3900,109.4080,0.0
2019-04-26 00:38:00,109.3100,109.4050,109.3100,109.4010,0.0
2019-04-26 00:37:00,109.3970,109.3970,109.3700,109.3870,0.0
2019-04-26 00:36:00,109.3100,109.3990,109.3100,109.3920,0.0
2019-04-26 00:35:00,109.4050,109.4100,109.3700,109.3910,0.0
