timestamp,open,high,low,close,volume
2019-04-26 02:18:00,124.3800,124.4720,124.3800,124.4500,0.0
2019-04-26 02:17:00,124.4820,124.4900,124.4400,124.4720,0.0
2019-04-26 02:16:00,124.3800,124.4830,124.3800,124.4820,0.0
2019-04-26 02:15:00,124.4570,124.4700,124.4190,124.4630,0.0
2019-04-26 02:14:00,124.3900,124.4750,124.3900,124.4580,0.0
2019-04-26 02:13:00,124.4110,124.4900,124.3900,124.4630,0.0
2019-04-26 02:12:00,124.3930,124.4120,124.3100,124.4090,0.0
2019-04-26 02:11:00,124.3840,124.3940,124.3590,124.3930,0.0
2019-04-26 02:10:00,124.3890,124.4030,124.3000,124.3840,0.0
2019-04-26 02:09:00,124.3960,124.4000,124.3500,124.3900,0.0
2019-04-26 02:08:00,124.2900,124.4020,124.2900,124.3960,0.0
2019-04-26 02:07:00,124.3730,124.3770,124.3490,124.3690,0.0
2019-04-26 02:06:00,124.2800,124.3810,124.2800,124.3730,0.0
2019-04-26 02:05:00,124.3850,124.3970,124.3300,124.3670,0.0
2019-04-26 02:04:00,124.2900,124.3950,124.2900,124.3850,0.0
2019-04-26 02:03:00,124.3750,124.3800,124.3400,124.3770,0.0
2019-04-26 02:02:00,124.3800,124.4060,124.3200,124.3750,0.0
2019-04-26 02:01:00,124.4100,124.4130,124.3700,124.3940,0.0
2019-04-26 02:00:00,124.4460,124.4480,124.3600,124.4090,0.0
2019-04-26 01:59:00,124.4380,124.4520,124.4180,124.4460,0.0
2019-04-26 01:58:00,124.3600,124.4480,124.3600,124.4340,0.0
2019-04-26 01:57:00,124.4310,124.4440,124.4000,124.4420,0.0
2019-04-26 01:56:00,124.3500,124.4430,124.3500,124.4340,0.0
2019-04-26 01:55:00,124.4390,124.4430,124.4100,124.4370,0.0
2019-04-26 01:54:00,124.3600,124.4440,124.3600,124.4390,0.0
2019-04-26 01:53:00,124.4500,124.4520,124.4100,124.4420,0.0
2019-04-26 01:52:00,124.3500,124.4590,124.3500,124.4500,0.0
2019-04-26 01:51:00,124.4220,124.4400,124.4000,124.4320,0.0
2019-04-26 01:50:00,124.3400,124.4280,124.3400,124.4220,0.0
2019-04-26 01:49:00,124.4460,124.4470,124.4000,124.4240,0.0
2019-04-26 01:48:00,124.4370,124.4560,124.3500,124.4460,0.0
2019-04-26 01:47:00,124.4210,124.4460,124.4100,124.4390,0.0
2019-04-26 01:46:00,124.3300,124.4340,124.3300,124.4210,0.0
2019-04-26 01:45:00,124.4210,124.4370,124.3910,124.4170,0.0
2019-04-26 01:44:00,124.4370,124.4420,124.3500,124.4220,0.0
2019-04-26 01:43:00,124.4560,124.4610,124.4100,124.4410,0.0
2019-04-26 01:42:00,124.4620,124.4630,124.3700,124.4560,0.0
2019-04-26 01:41:00,124.4430,124.4670,124.4250,124.4610,0.0
2019-04-26 01:40:00,124.4340,124.4540,124.3500,124.4430,0.0
2019-04-26 01:39:00,124.4490,124.4510,124.4000,124.4350,0.0
2019-04-26 01:38:00,124.3700,124.4630,124.3700,124.4500,0.0
2019-04-26 01:37:00,124.4620,124.4670,124.4350,124.4550,0.0
2019-04-26 01:36:00,124.4720,124.4720,124.3900,124.4620,0.0
2019-04-26 01:35:00,124.4940,124.4960,124.4400,124.4710,0.0
2019-04-26 01:34:00,124.4950,124.5000,124.4100,124.4940,0.0
2019-04-26 01:33:00,124.5220,124.5220,124.4800,124.4960,0.0
2019-04-26 01:32:00,124.4300,124.5350,124.4300,124.5190,0.0
