timestamp,open,high,low,close,volume
2019-04-26 02:18:00,111.6800,111.6820,111.6400,111.6680,0.0
2019-04-26 02:17:00,111.6670,111.6820,111.6400,111.6770,0.0
2019-04-26 02:16:00,111.6670,111.6700,111.6300,111.6670,0.0
2019-04-26 02:15:00,111.6930,111.6930,111.6400,111.6670,0.0
2019-04-26 02:14:00,111.7100,111.7100,111.6600,111.6910,0.0
2019-04-26 02:13:00,111.6870,111.7380,111.6600,111.7000,0.0
2019-04-26 02:12:00,111.6800,111.6900,111.6500,111.6880,0.0
2019-04-26 02:11:00,111.6840,111.6860,111.6600,111.6800,0.0
2019-04-26 02:10:00,111.6850,111.6930,111.6500,111.6850,0.0
2019-04-26 02:09:00,111.6930,111.6980,111.6500,111.6850,0.0
2019-04-26 02:08:00,111.6700,111.6970,111.6500,111.6930,0.0
2019-04-26 02:07:00,111.6690,111.6740,111.6300,111.6720,0.0
2019-04-26 02:06:00,111.6630,111.6750,111.6400,111.6690,0.0
2019-04-26 02:05:00,111.6760,111.6900,111.6300,111.6640,0.0
2019-04-26 02:04:00,111.6690,111.6770,111.6500,111.6760,0.0
2019-04-26 02:03:00,111.6660,111.6710,111.6300,111.6690,0.0
2019-04-26 02:02:00,111.6600,111.6800,111.6300,111.6680,0.0
2019-04-26 02:01:00,111.6740,111.6770,111.6300,111.6690,0.0
2019-04-26 02:00:00,111.6940,111.6960,111.6400,111.6740,0.0
2019-04-26 01:59:00,111.6900,111.6970,111.6700,111.6940,0.0
2019-04-26 01:58:00,111.6930,111.7010,111.6600,111.6900,0.0
2019-04-26 01:57:00,111.6880,111.6970,111.6600,111.6930,0.0
2019-04-26 01:56:00,111.6900,111.6950,111.6700,111.6860,0.0
2019-04-26 01:55:00,111.6920,111.6950,111.6700,111.6900,0.0
2019-04-26 01:54:00,111.6910,111.6960,111.6700,111.6900,0.0
2019-04-26 01:53:00,111.7050,111.7060,111.6600,111.6900,0.0
2019-04-26 01:52:00,111.6820,111.7130,111.6600,111.7050,0.0
2019-04-26 01:51:00,111.6670,111.6900,111.6500,111.6820,0.0
2019-04-26 01:50:00,111.6800,111.6830,111.6400,111.6670,0.0
2019-04-26 01:49:00,111.6930,111.6950,111.6500,111.6800,0.0
2019-04-26 01:48:00,111.6990,111.7060,111.6700,111.6930,0.0
2019-04-26 01:47:00,111.6860,111.7060,111.6600,111.6990,0.0
2019-04-26 01:46:00,111.6800,111.6980,111.6500,111.6850,0.0
2019-04-26 01:45:00,111.6860,111.6990,111.6500,111.6830,0.0
2019-04-26 01:44:00,111.6990,111.7010,111.6600,111.6860,0.0
2019-04-26 01:43:00,111.7140,111.7200,111.6700,111.6990,0.0
2019-04-26 01:42:00,111.7120,111.7220,111.6800,111.7140,0.0
2019-04-26 01:41:00,111.6980,111.7140,111.6600,111.7120,0.0
2019-04-26 01:40:00,111.6960,111.7140,111.6700,111.6980,0.0
2019-04-26 01:39:00,111.7000,111.7000,111.6600,111.6960,0.0
2019-04-26 01:38:00,111.7050,111.7120,111.6700,111.6970,0.0
2019-04-26 01:37:00,111.7070,111.7140,111.6900,111.7030,0.0
